0,               0,                               0
16,               0,                              16
32,               0,                              32
48,               0,                              48
64,               0,                              64
80,               0,                              80
96,               0,                              96
112,               0,                             112
128,        -7.84375,                             128
144,        -7.59375,                             144
160,          -8.625,                             160
176,        -8.71875,                             176
192,          13.125,                             192
208,        13.28125,                             208
224,         14.1875,                             224
240,         13.5625,                             240
256,         -8.8125,                             256
272,         13.9375,                             272
288,        -9.09375,                             288
304,         13.9375,                             304
320,        13.46875,                             320
336,         -9.0625,                             336
352,        13.53125,                             352
368,              -9,                             368
384,          2.9375,                             384
400,           2.875,                             400
416,            2.25,                             416
432,           2.625,                             432
448,          2.6875,                             448
464,          3.1875,                             464
480,         2.59375,                             480
496,         2.15625,                             496
512,         -7.8125,                             512
528,         14.6875,                             528
544,         12.6875,                             544
560,        -9.03125,                             560
576,           -8.75,                             576
592,        -8.15625,                             592
608,        14.03125,                             608
624,          13.625,                             624
640,        12.96875,                             640
656,         13.8125,                             656
672,        -9.03125,                             672
688,          -8.125,                             688
704,        13.15625,                             704
720,        -9.03125,                             720
736,         -8.8125,                             736
752,        -7.78125,                             752
768,          3.1875,                             768
784,          2.4375,                             784
800,          3.0625,                             800
816,          3.0625,                             816
832,         0.59375,                             832
848,           0.125,                             848
864,            0.25,                             864
880,        -0.03125,                             880
896,         0.59375,                             896
912,         -0.0625,                             912
928,          -0.125,                             928
944,         0.53125,                             944
960,           0.125,                             960
976,         0.78125,                             976
992,          0.0625,                             992
1008,           0.375,                            1008
1024,          0.4375,                            1024
1040,        -0.53125,                            1040
1056,           0.375,                            1056
1072,               0,                            1072
1088,        -0.65625,                            1088
1104,        -0.28125,                            1104
1120,         0.21875,                            1120
1136,        -0.84375,                            1136
1152,         -0.4375,                            1152
1168,         0.40625,                            1168
1184,        -0.59375,                            1184
1200,        -0.03125,                            1200
1216,        -0.40625,                            1216
1232,         -0.0625,                            1232
1248,               0,                            1248
1264,               0,                            1264
1280,          -0.375,                            1280
1296,        -4.65625,                            1296
1312,         -4.4375,                            1312
1328,        -4.46875,                            1328
1344,        -3.65625,                            1344
1360,           4.875,                            1360
1376,         4.40625,                            1376
1392,         4.40625,                            1392
1408,         3.59375,                            1408
1424,        -4.09375,                            1424
1440,          4.0625,                            1440
1456,        -4.09375,                            1456
1472,           4.875,                            1472
1488,           3.625,                            1488
1504,        -4.09375,                            1504
1520,          4.0625,                            1520
1536,            -4.5,                            1536
1552,          0.1875,                            1552
1568,               0,                            1568
1584,        -0.03125,                            1584
1600,        -0.03125,                            1600
1616,               0,                            1616
1632,               0,                            1632
1648,               0,                            1648
1664,        -0.71875,                            1664
1680,         -3.4375,                            1680
1696,          5.0625,                            1696
1712,         3.15625,                            1712
1728,         -5.0625,                            1728
1744,         -4.5625,                            1744
1760,         -3.1875,                            1760
1776,               5,                            1776
1792,          4.4375,                            1792
1808,         4.46875,                            1808
1824,           3.125,                            1824
1840,         -5.0625,                            1840
1856,        -3.09375,                            1856
1872,            3.75,                            1872
1888,              -5,                            1888
1904,            -4.5,                            1904
1920,        -3.78125,                            1920
1936,               0,                            1936
1952,               0,                            1952
1968,               0,                            1968
1984,               0,                            1984
2000,               0,                            2000
2016,               0,                            2016
2032,               0,                            2032
2048,               0,                            2048
2064,               0,                            2064
2080,               0,                            2080
2096,               0,                            2096
2112,               0,                            2112
2128,               0,                            2128
2144,               0,                            2144
2160,               0,                            2160
2176,               0,                            2176
2192,               0,                            2192
2208,               0,                            2208
2224,               0,                            2224
2240,               0,                            2240
2256,               0,                            2256
2272,               0,                            2272
2288,               0,                            2288
2304,               0,                            2304
2320,               0,                            2320
2336,               0,                            2336
2352,               0,                            2352
2368,               0,                            2368
2384,               0,                            2384
2400,               0,                            2400
2416,               0,                            2416
2432,               0,                            2432
2448,               0,                            2448
2464,               0,                            2464
2480,               0,                            2480
2496,               0,                            2496
2512,               0,                            2512
2528,               0,                            2528
2544,               0,                            2544
2560,               0,                            2560
2576,               0,                            2576
2592,               0,                            2592
2608,               0,                            2608
2624,               0,                            2624
2640,               0,                            2640
2656,               0,                            2656
2672,               0,                            2672
2688,               0,                            2688
2704,               0,                            2704
2720,               0,                            2720
2736,               0,                            2736
2752,               0,                            2752
2768,               0,                            2768
2784,               0,                            2784
2800,               0,                            2800
2816,               0,                            2816
2832,               0,                            2832
2848,               0,                            2848
2864,               0,                            2864
2880,               0,                            2880
2896,               0,                            2896
2912,               0,                            2912
2928,               0,                            2928
2944,               0,                            2944
2960,               0,                            2960
2976,               0,                            2976
2992,               0,                            2992
3008,               0,                            3008
3024,               0,                            3024
3040,               0,                            3040
3056,               0,                            3056
3072,               0,                            3072
3088,               0,                            3088
3104,               0,                            3104
3120,               0,                            3120
3136,               0,                            3136
3152,               0,                            3152
3168,               0,                            3168
3184,               0,                            3184
3200,               0,                            3200
3216,               0,                            3216
3232,               0,                            3232
3248,               0,                            3248
3264,               0,                            3264
3280,               0,                            3280
3296,               0,                            3296
3312,               0,                            3312
3328,               0,                            3328
3344,               0,                            3344
3360,               0,                            3360
3376,               0,                            3376
3392,               0,                            3392
3408,               0,                            3408
3424,               0,                            3424
3440,               0,                            3440
3456,               0,                            3456
3472,               0,                            3472
3488,               0,                            3488
3504,               0,                            3504
3520,               0,                            3520
3536,               0,                            3536
3552,               0,                            3552
3568,               0,                            3568
3584,               0,                            3584
3600,               0,                            3600
3616,               0,                            3616
3632,               0,                            3632
3648,               0,                            3648
3664,               0,                            3664
3680,               0,                            3680
3696,               0,                            3696
3712,               0,                            3712
3728,               0,                            3728
3744,               0,                            3744
3760,               0,                            3760
3776,               0,                            3776
3792,               0,                            3792
3808,               0,                            3808
3824,               0,                            3824
3840,               0,                            3840
3856,               0,                            3856
3872,               0,                            3872
3888,               0,                            3888
3904,               0,                            3904
3920,               0,                            3920
3936,               0,                            3936
3952,               0,                            3952
3968,               0,                            3968
3984,               0,                            3984
4000,               0,                            4000
4016,               0,                            4016
4032,               0,                            4032
4048,               0,                            4048
4064,               0,                            4064
4080,               0,                            4080
4096,               0,                            4096
4112,               0,                            4112
4128,               0,                            4128
4144,               0,                            4144
4160,               0,                            4160
4176,               0,                            4176
4192,               0,                            4192
4208,               0,                            4208
4224,               0,                            4224
4240,               0,                            4240
4256,               0,                            4256
4272,               0,                            4272
4288,               0,                            4288
4304,               0,                            4304
4320,               0,                            4320
4336,               0,                            4336
4352,               0,                            4352
4368,               0,                            4368
